"USER_TESTING_NO","SCALE_CODE","YYYYMM","RAW_TOTAL_SCORE","ORIGIN_TOTAL_SCORE","SUBS_YN"
"2dc4e9971aa14cd7a9b2",G01,202507,"21","21",
"2dc4e9971aa14cd7a9b2",H01,202507,"12","12",
"2dc4e9971aa14cd7a9b2",I01,202507,"26","26",
"2dc4e9971aa14cd7a9b2",J01,202507,"20","20",
"2dc4e9971aa14cd7a9b2",K01,202507,"45","45",
"2dc4e9971aa14cd7a9b2",L01,202507,"19","19",
"2e027c0aa7804013aed0",A01,202507,"11","11",
"2e027c0aa7804013aed0",B01,202507,"11","11",
"2e027c0aa7804013aed0",C01,202507,"22","22",
"2e027c0aa7804013aed0",D01,202507,"22","22",
"2e027c0aa7804013aed0",E01,202507,"30","30",
"2e027c0aa7804013aed0",F01,202507,"12","12",
"2e027c0aa7804013aed0",G01,202507,"15","15",
"2e027c0aa7804013aed0",H01,202507,"13","13",
"2e027c0aa7804013aed0",I01,202507,"30","30",
"2e027c0aa7804013aed0",J01,202507,"27","27",
"2e027c0aa7804013aed0",K01,202507,"32","32",
"2e027c0aa7804013aed0",L01,202507,"25","25",
"2e8219f98aff4f01aac8",A01,202507,"9","9",
"2e8219f98aff4f01aac8",B01,202507,"5","5",
"2e8219f98aff4f01aac8",C01,202507,"29","29",
"2e8219f98aff4f01aac8",D01,202507,"24","24",
"2e8219f98aff4f01aac8",E01,202507,"22","22",
"2e8219f98aff4f01aac8",F01,202507,"20","20",
"2e8219f98aff4f01aac8",G01,202507,"22","22",
"2e8219f98aff4f01aac8",H01,202507,"17","17",
"2e8219f98aff4f01aac8",I01,202507,"24","24",
"2e8219f98aff4f01aac8",J01,202507,"24","24",
"2e8219f98aff4f01aac8",K01,202507,"40","40",
"2e8219f98aff4f01aac8",L01,202507,"16","16",
"2e9eb5b23e35470287c7",A01,202507,"8","8",
"2e9eb5b23e35470287c7",B01,202507,"7","7",
"2e9eb5b23e35470287c7",C01,202507,"23","23",
"2e9eb5b23e35470287c7",D01,202507,"23","23",
"2e9eb5b23e35470287c7",E01,202507,"14","14",
"2e9eb5b23e35470287c7",F01,202507,"20","20",
"2e9eb5b23e35470287c7",G01,202507,"18","18",
"2e9eb5b23e35470287c7",H01,202507,"13","13",
"2e9eb5b23e35470287c7",I01,202507,"29","29",
"2e9eb5b23e35470287c7",J01,202507,"12","12",
"2e9eb5b23e35470287c7",K01,202507,"45","45",
"2e9eb5b23e35470287c7",L01,202507,"17","17",
"2ee41070fd214cecb19c",A01,202507,"9","9",
"2ee41070fd214cecb19c",B01,202507,"7","7",
"2ee41070fd214cecb19c",C01,202507,"24","24",
"2ee41070fd214cecb19c",D01,202507,"28","28",
"2ee41070fd214cecb19c",E01,202507,"23","23",
"2ee41070fd214cecb19c",F01,202507,"17","17",
"2ee41070fd214cecb19c",G01,202507,"22","22",
"2ee41070fd214cecb19c",H01,202507,"21","21",
"2ee41070fd214cecb19c",I01,202507,"32","32",
"2ee41070fd214cecb19c",J01,202507,"13","13",
"2ee41070fd214cecb19c",K01,202507,"36","36",
"2ee41070fd214cecb19c",L01,202507,"12","12",
"2f24fb97b48e4e7fbb02",A01,202507,"6","6",
"2f24fb97b48e4e7fbb02",B01,202507,"11","11",
"2f24fb97b48e4e7fbb02",C01,202507,"24","24",
"2f24fb97b48e4e7fbb02",D01,202507,"19","19",
"2f24fb97b48e4e7fbb02",E01,202507,"26","26",
"2f24fb97b48e4e7fbb02",F01,202507,"10","10",
"2f24fb97b48e4e7fbb02",G01,202507,"12","12",
"2f24fb97b48e4e7fbb02",H01,202507,"13","13",
"2f24fb97b48e4e7fbb02",I01,202507,"17","17",
"2f24fb97b48e4e7fbb02",J01,202507,"25","25",
"2f24fb97b48e4e7fbb02",K01,202507,"28","28",
"2f24fb97b48e4e7fbb02",L01,202507,"19","19",
"2fbcdf6d160e4d24a227",A01,202507,"9","9",
"2fbcdf6d160e4d24a227",B01,202507,"8","8",
"2fbcdf6d160e4d24a227",C01,202507,"25","25",
"2fbcdf6d160e4d24a227",D01,202507,"29","29",
"2fbcdf6d160e4d24a227",E01,202507,"19","19",
"2fbcdf6d160e4d24a227",F01,202507,"16","16",
"2fbcdf6d160e4d24a227",G01,202507,"25","25",
"2fbcdf6d160e4d24a227",H01,202507,"18","18",
"2fbcdf6d160e4d24a227",I01,202507,"29","29",
"2fbcdf6d160e4d24a227",J01,202507,"26","26",
"2fbcdf6d160e4d24a227",K01,202507,"43","43",
"2fbcdf6d160e4d24a227",L01,202507,"14","14",
"30fd507f930242f7a63a",A01,202507,"7","7",
"30fd507f930242f7a63a",B01,202507,"8","8",
"30fd507f930242f7a63a",C01,202507,"28","28",
"30fd507f930242f7a63a",D01,202507,"26","26",
"30fd507f930242f7a63a",E01,202507,"13","13",
"30fd507f930242f7a63a",F01,202507,"16","16",
"30fd507f930242f7a63a",G01,202507,"20","20",
"30fd507f930242f7a63a",H01,202507,"18","18",
"30fd507f930242f7a63a",I01,202507,"31","31",
"30fd507f930242f7a63a",J01,202507,"33","33",
"30fd507f930242f7a63a",K01,202507,"40","40",
"30fd507f930242f7a63a",L01,202507,"17","17",
"3293cdbc10824e05a5c0",A01,202507,"13","13",
"3293cdbc10824e05a5c0",B01,202507,"11","11",
"3293cdbc10824e05a5c0",C01,202507,"8","8",
"3293cdbc10824e05a5c0",D01,202507,"14","14",
"3293cdbc10824e05a5c0",E01,202507,"15","15",
"32fede99db244763b840",A01,202507,"9","9",
"32fede99db244763b840",B01,202507,"9","9",
"32fede99db244763b840",C01,202507,"31","31",
"32fede99db244763b840",D01,202507,"30","30",
"32fede99db244763b840",E01,202507,"13","13",
"32fede99db244763b840",F01,202507,"14","14",
"32fede99db244763b840",G01,202507,"20","20",
"32fede99db244763b840",H01,202507,"17","17",
"32fede99db244763b840",I01,202507,"30","30",
"32fede99db244763b840",J01,202507,"14","14",
"32fede99db244763b840",K01,202507,"42","42",
"32fede99db244763b840",L01,202507,"12","12",
"342d4d36a6904959b8cc",A01,202507,"12","12",
"342d4d36a6904959b8cc",B01,202507,"8","8",
"342d4d36a6904959b8cc",C01,202507,"9","9",
"342d4d36a6904959b8cc",D01,202507,"12","12",
"342d4d36a6904959b8cc",E01,202507,"10","10",
"344e20ffd6234a909d79",A01,202507,"7","7",
"344e20ffd6234a909d79",B01,202507,"15","15",
"344e20ffd6234a909d79",C01,202507,"15","15",
"344e20ffd6234a909d79",D01,202507,"19","19",
"344e20ffd6234a909d79",E01,202507,"26","26",
"344e20ffd6234a909d79",F01,202507,"6","6",
"344e20ffd6234a909d79",G01,202507,"7","7",
"344e20ffd6234a909d79",H01,202507,"17","17",
"344e20ffd6234a909d79",I01,202507,"13","13",
"344e20ffd6234a909d79",J01,202507,"19","19",
"344e20ffd6234a909d79",K01,202507,"20","20",
"344e20ffd6234a909d79",L01,202507,"32","32",
"3471f8007e2e40ad9266",A01,202507,"9","9",
"3471f8007e2e40ad9266",B01,202507,"7","7",
"3471f8007e2e40ad9266",C01,202507,"28","28",
"3471f8007e2e40ad9266",D01,202507,"23","23",
"3471f8007e2e40ad9266",E01,202507,"26","26",
"3471f8007e2e40ad9266",F01,202507,"12","12",
"3471f8007e2e40ad9266",G01,202507,"18","18",
"3471f8007e2e40ad9266",H01,202507,"16","16",
"3471f8007e2e40ad9266",I01,202507,"22","22",
"3471f8007e2e40ad9266",J01,202507,"22","22",
"3471f8007e2e40ad9266",K01,202507,"38","38",
"3471f8007e2e40ad9266",L01,202507,"16","16",
"3515850e0e5e4296b868",A01,202507,"11","11",
"3515850e0e5e4296b868",B01,202507,"4","4",
"3515850e0e5e4296b868",C01,202507,"26","26",
"3515850e0e5e4296b868",D01,202507,"28","28",
"3515850e0e5e4296b868",E01,202507,"18","18",
"3515850e0e5e4296b868",F01,202507,"18","18",
"3515850e0e5e4296b868",G01,202507,"24","24",
"3515850e0e5e4296b868",H01,202507,"21","21",
"3515850e0e5e4296b868",I01,202507,"30","30",
"3515850e0e5e4296b868",J01,202507,"23","23",
"3515850e0e5e4296b868",K01,202507,"38","38",
"3515850e0e5e4296b868",L01,202507,"14","14",
"36512302e32a49959752",A01,202508,"13","13",
"36512302e32a49959752",B01,202508,"10","10",
"36512302e32a49959752",C01,202508,"8","8",
"36512302e32a49959752",D01,202508,"12","12",
"36512302e32a49959752",E01,202508,"14","14",
"383bc4c08cbc405daabe",A01,202507,"15","15",
"383bc4c08cbc405daabe",B01,202507,"5","5",
"383bc4c08cbc405daabe",C01,202507,"35","35",
"383bc4c08cbc405daabe",D01,202507,"31","31",
"383bc4c08cbc405daabe",E01,202507,"14","14",
"383bc4c08cbc405daabe",F01,202507,"20","20",
"383bc4c08cbc405daabe",G01,202507,"25","25",
"383bc4c08cbc405daabe",H01,202507,"25","25",
"383bc4c08cbc405daabe",I01,202507,"35","35",
"383bc4c08cbc405daabe",J01,202507,"36","36",
"383bc4c08cbc405daabe",K01,202507,"25","25",
"383bc4c08cbc405daabe",L01,202507,"25","25",
"3844c42079ae46c9899a",A01,202507,"3","3",
"3844c42079ae46c9899a",B01,202507,"7","7",
"3844c42079ae46c9899a",C01,202507,"19","19",
"3844c42079ae46c9899a",D01,202507,"22","22",
"3844c42079ae46c9899a",E01,202507,"22","22",
"3844c42079ae46c9899a",F01,202507,"7","7",
"3844c42079ae46c9899a",G01,202507,"18","18",
"3844c42079ae46c9899a",H01,202507,"11","11",
"3844c42079ae46c9899a",I01,202507,"22","22",
"3844c42079ae46c9899a",J01,202507,"35","35",
"3844c42079ae46c9899a",K01,202507,"42","42",
"3844c42079ae46c9899a",L01,202507,"25","25",
"38e4e7ea94c647b6b1cf",A01,202507,"10","10",
"38e4e7ea94c647b6b1cf",B01,202507,"10","10",
"38e4e7ea94c647b6b1cf",C01,202507,"22","22",
"38e4e7ea94c647b6b1cf",D01,202507,"24","24",
"38e4e7ea94c647b6b1cf",E01,202507,"28","28",
"38e4e7ea94c647b6b1cf",F01,202507,"8","8",
"38e4e7ea94c647b6b1cf",G01,202507,"10","10",
"38e4e7ea94c647b6b1cf",H01,202507,"10","10",
"38e4e7ea94c647b6b1cf",I01,202507,"17","17",
"38e4e7ea94c647b6b1cf",J01,202507,"24","24",
"38e4e7ea94c647b6b1cf",K01,202507,"27","27",
"38e4e7ea94c647b6b1cf",L01,202507,"25","25",
"391c0ba88e9e4ad385cf",A01,202507,"12","12",
"391c0ba88e9e4ad385cf",B01,202507,"10","10",
"391c0ba88e9e4ad385cf",C01,202507,"21","21",
"391c0ba88e9e4ad385cf",D01,202507,"17","17",
"391c0ba88e9e4ad385cf",E01,202507,"35","35",
"391c0ba88e9e4ad385cf",F01,202507,"11","11",
"391c0ba88e9e4ad385cf",G01,202507,"15","15",
"391c0ba88e9e4ad385cf",H01,202507,"13","13",
"391c0ba88e9e4ad385cf",I01,202507,"12","12",
"391c0ba88e9e4ad385cf",J01,202507,"33","33",
"391c0ba88e9e4ad385cf",K01,202507,"24","24",
"391c0ba88e9e4ad385cf",L01,202507,"26","26",
"391f612388a1467e8ee3",A01,202507,"15","15",
"391f612388a1467e8ee3",B01,202507,"3","3",
"391f612388a1467e8ee3",C01,202507,"31","31",
"391f612388a1467e8ee3",D01,202507,"30","30",
"391f612388a1467e8ee3",E01,202507,"20","20",
"391f612388a1467e8ee3",F01,202507,"19","19",
"391f612388a1467e8ee3",G01,202507,"25","25",
"391f612388a1467e8ee3",H01,202507,"25","25",
"391f612388a1467e8ee3",I01,202507,"34","34",
"391f612388a1467e8ee3",J01,202507,"22","22",
"391f612388a1467e8ee3",K01,202507,"41","41",
"391f612388a1467e8ee3",L01,202507,"15","15",
"3962370f6d16479cb1a7",A01,202507,"6","6",
"3962370f6d16479cb1a7",B01,202507,"7","7",
"3962370f6d16479cb1a7",C01,202507,"24","24",
"3962370f6d16479cb1a7",D01,202507,"25","25",
"3962370f6d16479cb1a7",E01,202507,"14","14",
"3962370f6d16479cb1a7",F01,202507,"16","16",
"3962370f6d16479cb1a7",G01,202507,"19","19",
"3962370f6d16479cb1a7",H01,202507,"13","13",
"3962370f6d16479cb1a7",I01,202507,"23","23",
"3962370f6d16479cb1a7",J01,202507,"26","26",
"3962370f6d16479cb1a7",K01,202507,"36","36",
"3962370f6d16479cb1a7",L01,202507,"17","17",
"3a0e969a720143e8abb2",A01,202507,"8","8",
"3a0e969a720143e8abb2",B01,202507,"6","6",
"3a0e969a720143e8abb2",C01,202507,"22","22",
"3a0e969a720143e8abb2",D01,202507,"21","21",
"3a0e969a720143e8abb2",E01,202507,"36","36",
"3a0e969a720143e8abb2",F01,202507,"12","12",
"3a0e969a720143e8abb2",G01,202507,"22","22",
"3a0e969a720143e8abb2",H01,202507,"8","8",
"3a0e969a720143e8abb2",I01,202507,"27","27",
"3a0e969a720143e8abb2",J01,202507,"19","19",
"3a0e969a720143e8abb2",K01,202507,"39","39",
"3a0e969a720143e8abb2",L01,202507,"32","32",
"3a165bbec08646a2a5ec",A01,202507,"9","9",
"3a165bbec08646a2a5ec",B01,202507,"7","7",
"3a165bbec08646a2a5ec",C01,202507,"31","31",
"3a165bbec08646a2a5ec",D01,202507,"24","24",
"3a165bbec08646a2a5ec",E01,202507,"13","13",
"3a165bbec08646a2a5ec",F01,202507,"13","13",
"3a165bbec08646a2a5ec",G01,202507,"23","23",
"3a165bbec08646a2a5ec",H01,202507,"24","24",
"3a165bbec08646a2a5ec",I01,202507,"28","28",
"3a165bbec08646a2a5ec",J01,202507,"27","27",
"3a165bbec08646a2a5ec",K01,202507,"27","27",
"3a165bbec08646a2a5ec",L01,202507,"28","28",
"3ad18d161f90440bae90",A01,202507,"9","9",
"3ad18d161f90440bae90",B01,202507,"5","5",
"3ad18d161f90440bae90",C01,202507,"23","23",
"3ad18d161f90440bae90",D01,202507,"25","25",
"3ad18d161f90440bae90",E01,202507,"13","13",
"3ad18d161f90440bae90",F01,202507,"12","12",
"3ad18d161f90440bae90",G01,202507,"16","16",
"3ad18d161f90440bae90",H01,202507,"15","15",
"3ad18d161f90440bae90",I01,202507,"24","24",
"3ad18d161f90440bae90",J01,202507,"24","24",
"3ad18d161f90440bae90",K01,202507,"42","42",
"3ad18d161f90440bae90",L01,202507,"20","20",
"3b44ac3e866040c79723",A01,202507,"5","5",
"3b44ac3e866040c79723",B01,202507,"5","5",
"3b44ac3e866040c79723",C01,202507,"25","25",
"3b44ac3e866040c79723",D01,202507,"24","24",
"3b44ac3e866040c79723",E01,202507,"15","15",
"3b44ac3e866040c79723",F01,202507,"13","13",
"3b44ac3e866040c79723",G01,202507,"18","18",
"3b44ac3e866040c79723",H01,202507,"15","15",
"3b44ac3e866040c79723",I01,202507,"22","22",
"3b44ac3e866040c79723",J01,202507,"16","16",
"3b44ac3e866040c79723",K01,202507,"36","36",
"3b44ac3e866040c79723",L01,202507,"13","13",
"3b7b1679cc024c34b61e",A01,202507,"14","14",
"3b7b1679cc024c34b61e",B01,202507,"9","9",
"3b7b1679cc024c34b61e",C01,202507,"27","27",
"3b7b1679cc024c34b61e",D01,202507,"26","26",
"3b7b1679cc024c34b61e",E01,202507,"47","47",
"3b7b1679cc024c34b61e",F01,202507,"16","16",
"3b7b1679cc024c34b61e",G01,202507,"21","21",
"3b7b1679cc024c34b61e",H01,202507,"9","9",
"3b7b1679cc024c34b61e",I01,202507,"24","24",
"3b7b1679cc024c34b61e",J01,202507,"29","29",
"3b7b1679cc024c34b61e",K01,202507,"33","33",
"3b7b1679cc024c34b61e",L01,202507,"31","31",
"3b9a0969590a4fcf9763",A01,202507,"9","9",
"3b9a0969590a4fcf9763",B01,202507,"12","12",
"3b9a0969590a4fcf9763",C01,202507,"18","18",
"3b9a0969590a4fcf9763",D01,202507,"21","21",
"3b9a0969590a4fcf9763",E01,202507,"38","38",
"3b9a0969590a4fcf9763",F01,202507,"12","12",
"3b9a0969590a4fcf9763",G01,202507,"18","18",
"3b9a0969590a4fcf9763",H01,202507,"19","19",
"3b9a0969590a4fcf9763",I01,202507,"24","24",
"3b9a0969590a4fcf9763",J01,202507,"27","27",
"3b9a0969590a4fcf9763",K01,202507,"33","33",
"3b9a0969590a4fcf9763",L01,202507,"28","28",
"3c37641afc644ab58815",A01,202507,"11","11",
"3c37641afc644ab58815",B01,202507,"5","5",
"3c37641afc644ab58815",C01,202507,"30","30",
"3c37641afc644ab58815",D01,202507,"32","32",
"3c37641afc644ab58815",E01,202507,"16","16",
"3c37641afc644ab58815",F01,202507,"20","20",
"3c37641afc644ab58815",G01,202507,"25","25",
"3c37641afc644ab58815",H01,202507,"22","22",
"3c37641afc644ab58815",I01,202507,"35","35",
"3c37641afc644ab58815",J01,202507,"28","28",
"3c37641afc644ab58815",K01,202507,"43","43",
"3c37641afc644ab58815",L01,202507,"15","15",
"3c50b2a68d15405c8aaa",A01,202507,"4","4",
"3c50b2a68d15405c8aaa",B01,202507,"6","6",
"3c50b2a68d15405c8aaa",C01,202507,"21","21",
"3c50b2a68d15405c8aaa",D01,202507,"18","18",
"3c50b2a68d15405c8aaa",E01,202507,"28","28",
"3c50b2a68d15405c8aaa",F01,202507,"12","12",
"3c50b2a68d15405c8aaa",G01,202507,"16","16",
"3c50b2a68d15405c8aaa",H01,202507,"18","18",
"3c50b2a68d15405c8aaa",I01,202507,"16","16",
"3c50b2a68d15405c8aaa",J01,202507,"24","24",
"3c50b2a68d15405c8aaa",K01,202507,"31","31",
"3c50b2a68d15405c8aaa",L01,202507,"20","20",
"3cc359002d8042ceb408",A01,202507,"12","12",
"3cc359002d8042ceb408",B01,202507,"4","4",
"3cc359002d8042ceb408",C01,202507,"29","29",
"3cc359002d8042ceb408",D01,202507,"26","26",
"3cc359002d8042ceb408",E01,202507,"22","22",
"3cc359002d8042ceb408",F01,202507,"20","20",
"3cc359002d8042ceb408",G01,202507,"24","24",
"3cc359002d8042ceb408",H01,202507,"19","19",
"3cc359002d8042ceb408",I01,202507,"35","35",
"3cc359002d8042ceb408",J01,202507,"23","23",
"3cc359002d8042ceb408",K01,202507,"42","42",
"3cc359002d8042ceb408",L01,202507,"14","14",
"3d522646d39a4c61bd09",A01,202507,"3","3",
"3d522646d39a4c61bd09",B01,202507,"3","3",
"3d522646d39a4c61bd09",C01,202507,"33","33",
"3d522646d39a4c61bd09",D01,202507,"32","32",
"3d522646d39a4c61bd09",E01,202507,"11","11",
"3d522646d39a4c61bd09",F01,202507,"20","20",
"3d522646d39a4c61bd09",G01,202507,"25","25",
"3d522646d39a4c61bd09",H01,202507,"25","25",
"3d522646d39a4c61bd09",I01,202507,"35","35",
"3d522646d39a4c61bd09",J01,202507,"17","17",
"3d522646d39a4c61bd09",K01,202507,"44","44",
"3d522646d39a4c61bd09",L01,202507,"18","18",
"3d7919c8607f4424a9a3",A01,202507,"12","12",
"3d7919c8607f4424a9a3",B01,202507,"8","8",
"3d7919c8607f4424a9a3",C01,202507,"6","6",
"3d7919c8607f4424a9a3",D01,202507,"10","10",
"3d7919c8607f4424a9a3",E01,202507,"10","10",
"3e2066af0cb149e091a4",A01,202508,"14","14",
"3e2066af0cb149e091a4",B01,202508,"13","13",
"3e2066af0cb149e091a4",C01,202508,"6","6",
"3e2066af0cb149e091a4",D01,202508,"13","13",
"3e2066af0cb149e091a4",E01,202508,"15","15",
"3e6458dfd9954b4cb2c1",A01,202507,"9","9",
"3e6458dfd9954b4cb2c1",B01,202507,"6","6",
"3e6458dfd9954b4cb2c1",C01,202507,"23","23",
"3e6458dfd9954b4cb2c1",D01,202507,"25","25",
"3e6458dfd9954b4cb2c1",E01,202507,"35","35",
"3e6458dfd9954b4cb2c1",F01,202507,"14","14",
"3e6458dfd9954b4cb2c1",G01,202507,"15","15",
"3e6458dfd9954b4cb2c1",H01,202507,"15","15",
"3e6458dfd9954b4cb2c1",I01,202507,"21","21",
"3e6458dfd9954b4cb2c1",J01,202507,"22","22",
"3e6458dfd9954b4cb2c1",K01,202507,"39","39",
"3e6458dfd9954b4cb2c1",L01,202507,"23","23",
"3eac174778144a90b367",A01,202507,"11","11",
"3eac174778144a90b367",B01,202507,"10","10",
"3eac174778144a90b367",C01,202507,"30","30",
"3eac174778144a90b367",D01,202507,"21","21",
"3eac174778144a90b367",E01,202507,"17","17",
"3eac174778144a90b367",F01,202507,"15","15",
"3eac174778144a90b367",G01,202507,"18","18",
"3eac174778144a90b367",H01,202507,"16","16",
"3eac174778144a90b367",I01,202507,"26","26",
"3eac174778144a90b367",J01,202507,"19","19",
"3eac174778144a90b367",K01,202507,"32","32",
"3eac174778144a90b367",L01,202507,"24","24",
"3fbb300cab354761a316",A01,202507,"8","8",
"3fbb300cab354761a316",B01,202507,"9","9",
"3fbb300cab354761a316",C01,202507,"21","21",
"3fbb300cab354761a316",D01,202507,"21","21",
"3fbb300cab354761a316",E01,202507,"18","18",
"3fbb300cab354761a316",F01,202507,"10","10",
"3fbb300cab354761a316",G01,202507,"17","17",
"3fbb300cab354761a316",H01,202507,"19","19",
"3fbb300cab354761a316",I01,202507,"25","25",
"3fbb300cab354761a316",J01,202507,"11","11",
"3fbb300cab354761a316",K01,202507,"45","45",
"3fbb300cab354761a316",L01,202507,"12","12",
"3fc23a3bfbaf4115be83",A01,202507,"14","14",
"3fc23a3bfbaf4115be83",B01,202507,"14","14",
"3fc23a3bfbaf4115be83",C01,202507,"10","10",
"3fc23a3bfbaf4115be83",D01,202507,"18","18",
"3fc23a3bfbaf4115be83",E01,202507,"20","20",
"3ff0b3325ea344f1ba15",A01,202507,"10","10",
"3ff0b3325ea344f1ba15",B01,202507,"7","7",
"3ff0b3325ea344f1ba15",C01,202507,"24","24",
"3ff0b3325ea344f1ba15",D01,202507,"21","21",
"3ff0b3325ea344f1ba15",E01,202507,"31","31",
"3ff0b3325ea344f1ba15",F01,202507,"11","11",
"3ff0b3325ea344f1ba15",G01,202507,"15","15",
"3ff0b3325ea344f1ba15",H01,202507,"16","16",
"3ff0b3325ea344f1ba15",I01,202507,"14","14",
"3ff0b3325ea344f1ba15",J01,202507,"19","19",
"3ff0b3325ea344f1ba15",K01,202507,"22","22",
"3ff0b3325ea344f1ba15",L01,202507,"23","23",
"407cdff135b64b6dbe69",A01,202507,"13","13",
"407cdff135b64b6dbe69",B01,202507,"11","11",
"407cdff135b64b6dbe69",C01,202507,"20","20",
"407cdff135b64b6dbe69",D01,202507,"22","22",
"407cdff135b64b6dbe69",E01,202507,"36","36",
"407cdff135b64b6dbe69",F01,202507,"14","14",
"407cdff135b64b6dbe69",G01,202507,"17","17",
"407cdff135b64b6dbe69",H01,202507,"9","9",
"407cdff135b64b6dbe69",I01,202507,"19","19",
"407cdff135b64b6dbe69",J01,202507,"28","28",
"407cdff135b64b6dbe69",K01,202507,"15","15",
"407cdff135b64b6dbe69",L01,202507,"10","10",
"41060c0c3d0049d48802",A01,202507,"24","24",
"41060c0c3d0049d48802",B01,202507,"16","16",
"41060c0c3d0049d48802",C01,202507,"12","12",
"41060c0c3d0049d48802",D01,202507,"20","20",
"41060c0c3d0049d48802",E01,202507,"20","20",
"4167b5d092eb405c978b",A01,202508,"21","21",
"4167b5d092eb405c978b",B01,202508,"14","14",
"4167b5d092eb405c978b",C01,202508,"10","10",
"4167b5d092eb405c978b",D01,202508,"17","17",
"4167b5d092eb405c978b",E01,202508,"17","17",
"41f60c427b4c45b48556",A01,202507,"4","4",
"41f60c427b4c45b48556",B01,202507,"5","5",
"41f60c427b4c45b48556",C01,202507,"18","18",
"41f60c427b4c45b48556",D01,202507,"17","17",
"41f60c427b4c45b48556",E01,202507,"21","21",
"41f60c427b4c45b48556",F01,202507,"6","6",
"41f60c427b4c45b48556",G01,202507,"7","7",
"41f60c427b4c45b48556",H01,202507,"8","8",
"41f60c427b4c45b48556",I01,202507,"10","10",
"41f60c427b4c45b48556",J01,202507,"12","12",
"41f60c427b4c45b48556",K01,202507,"13","13",
"41f60c427b4c45b48556",L01,202507,"12","12",
"42120494b5d44851980e",A01,202507,"3","3",
"42120494b5d44851980e",B01,202507,"7","7",
"42120494b5d44851980e",C01,202507,"19","19",
"42120494b5d44851980e",D01,202507,"22","22",
"42120494b5d44851980e",E01,202507,"22","22",
"42120494b5d44851980e",F01,202507,"7","7",
"42120494b5d44851980e",G01,202507,"18","18",
"42120494b5d44851980e",H01,202507,"11","11",
"42120494b5d44851980e",I01,202507,"22","22",
"42120494b5d44851980e",J01,202507,"35","35",
"42120494b5d44851980e",K01,202507,"42","42",
"42120494b5d44851980e",L01,202507,"25","25",
"4269ce28b0cd4a258b05",A01,202507,"5","5",
"4269ce28b0cd4a258b05",B01,202507,"5","5",
"4269ce28b0cd4a258b05",C01,202507,"20","20",
"4269ce28b0cd4a258b05",D01,202507,"17","17",
"4269ce28b0cd4a258b05",E01,202507,"22","22",
"4269ce28b0cd4a258b05",F01,202507,"7","7",
"4269ce28b0cd4a258b05",G01,202507,"11","11",
"4269ce28b0cd4a258b05",H01,202507,"11","11",
"4269ce28b0cd4a258b05",I01,202507,"12","12",
"4269ce28b0cd4a258b05",J01,202507,"23","23",
"4269ce28b0cd4a258b05",K01,202507,"19","19",
"4269ce28b0cd4a258b05",L01,202507,"17","17",
"42910c40cff648d4b5ef",A01,202507,"9","9",
"42910c40cff648d4b5ef",B01,202507,"10","10",
"42910c40cff648d4b5ef",C01,202507,"29","29",
"42910c40cff648d4b5ef",D01,202507,"31","31",
"42910c40cff648d4b5ef",E01,202507,"27","27",
"42910c40cff648d4b5ef",F01,202507,"16","16",
"42910c40cff648d4b5ef",G01,202507,"16","16",
"42910c40cff648d4b5ef",H01,202507,"16","16",
"42910c40cff648d4b5ef",I01,202507,"28","28",
"42910c40cff648d4b5ef",J01,202507,"24","24",
"42910c40cff648d4b5ef",K01,202507,"34","34",
"42910c40cff648d4b5ef",L01,202507,"26","26",
"4313d6cada904cd1b297",A01,202507,"6","6",
"4313d6cada904cd1b297",B01,202507,"8","8",
"4313d6cada904cd1b297",C01,202507,"20","20",
"4313d6cada904cd1b297",D01,202507,"19","19",
"4313d6cada904cd1b297",E01,202507,"30","30",
"4313d6cada904cd1b297",F01,202507,"12","12",
"4313d6cada904cd1b297",G01,202507,"15","15",
"4313d6cada904cd1b297",H01,202507,"19","19",
"4313d6cada904cd1b297",I01,202507,"28","28",
"4313d6cada904cd1b297",J01,202507,"32","32",
"4313d6cada904cd1b297",K01,202507,"36","36",
"4313d6cada904cd1b297",L01,202507,"32","32",
"4318cf424381498fae00",A01,202507,"3","3",
"4318cf424381498fae00",B01,202507,"3","3",
"4318cf424381498fae00",C01,202507,"19","19",
"4318cf424381498fae00",D01,202507,"15","15",
"4318cf424381498fae00",E01,202507,"18","18",
"4318cf424381498fae00",F01,202507,"4","4",
"4318cf424381498fae00",G01,202507,"5","5",
"4318cf424381498fae00",H01,202507,"5","5",
"4318cf424381498fae00",I01,202507,"7","7",
"4318cf424381498fae00",J01,202507,"8","8",
"4318cf424381498fae00",K01,202507,"9","9",
"4318cf424381498fae00",L01,202507,"8","8",
"43af0e07a8ac43e897a2",A01,202507,"4","4",
"43af0e07a8ac43e897a2",B01,202507,"13","13",
"43af0e07a8ac43e897a2",C01,202507,"17","17",
"43af0e07a8ac43e897a2",D01,202507,"20","20",
"43af0e07a8ac43e897a2",E01,202507,"17","17",
"43af0e07a8ac43e897a2",F01,202507,"18","18",
"43af0e07a8ac43e897a2",G01,202507,"17","17",
"43af0e07a8ac43e897a2",H01,202507,"17","17",
"43af0e07a8ac43e897a2",I01,202507,"29","29",
"43af0e07a8ac43e897a2",J01,202507,"24","24",
"43af0e07a8ac43e897a2",K01,202507,"31","31",
"43af0e07a8ac43e897a2",L01,202507,"30","30",
"43ce9ae7c5a1400e969d",A01,202507,"10","10",
"43ce9ae7c5a1400e969d",B01,202507,"8","8",
